Date,Total Pos, Total Long,Total Short,Dollar PnL,Cumulative PnL,Total Market Value,Net Market Value 
19930430,-41400,155900,239500,-18096,8.50887e+08,-1.50068e+08,-2.45011e+06
19930503,-34700,160600,223100,39599,8.56362e+08,-1.40481e+08,-2.1678e+06
19930504,-6700,174600,185100,-8685,8.54504e+08,-2.25285e+07,-1.2304e+06
19930505,48700,207500,155900,20725,8.62011e+08,2.37354e+08,-141290
19930506,68500,229200,133200,-9406,8.58886e+08,3.23556e+08,619583
19930507,107200,243400,117500,25332,8.63145e+08,5.32934e+08,1.78232e+06
19930510,103100,249400,119900,12070,8.61464e+08,5.71748e+08,1.79421e+06
19930511,140700,258600,108600,33209,8.65565e+08,8.31322e+08,3.03752e+06
19930512,142200,266000,108200,-1074,8.68159e+08,7.75797e+08,3.22764e+06
19930513,140600,253800,111700,-21825,8.64509e+08,7.24132e+08,3.05972e+06
19930514,129100,248800,111600,63688,8.74439e+08,6.64124e+08,2.82565e+06
19930517,122000,248700,123600,39848,8.80301e+08,6.11395e+08,2.52432e+06
19930518,106100,227800,133300,72471,8.89507e+08,5.63435e+08,2.05292e+06
19930519,97800,222000,142400,10435,8.91205e+08,5.25594e+08,1.72704e+06
19930520,99300,229500,136200,54279,8.96621e+08,4.93129e+08,2.02413e+06
19930521,115500,226100,127500,2878,8.95079e+08,6.28514e+08,2.52083e+06
19930524,128700,228800,127700,-7491,8.93453e+08,6.77004e+08,2.89212e+06
19930525,131600,234100,121100,-30500,8.90941e+08,6.6613e+08,3.54128e+06
19930526,146800,239100,106600,76405,9.05085e+08,7.07564e+08,4.38188e+06
19930527,144300,248300,109800,3221,9.04383e+08,7.68331e+08,4.4398e+06
19930528,157700,252400,99600,-45486,8.95832e+08,8.76407e+08,4.88449e+06
19930601,162900,257600,88400,45933,9.03719e+08,9.24006e+08,5.30847e+06
19930602,177500,257900,80800,-13269,9.01609e+08,1.04011e+09,5.96399e+06
19930603,150300,262000,94400,-15837,8.97879e+08,9.79293e+08,5.62666e+06
19930604,154500,261200,101800,-26692,8.92863e+08,9.27647e+08,5.76286e+06
19930607,159900,246000,102600,-71623,8.82756e+08,9.87402e+08,5.67162e+06
19930608,141300,214200,121900,-46572,8.78086e+08,8.26248e+08,4.97552e+06
19930609,91000,193600,146000,-975,8.80681e+08,5.85275e+08,3.47244e+06
19930610,56800,183300,159000,-47954,8.72094e+08,4.27e+08,2.24278e+06
19930611,22300,164900,189200,-23470,8.71761e+08,1.19859e+08,952908
19930614,-18300,146400,207000,-14749,8.69997e+08,-1.84156e+08,-168232
19930615,-39100,142600,202800,-19210,8.67556e+08,-3.00291e+08,-784067
19930616,-40000,148400,197900,10626,8.70122e+08,-3.27604e+08,-931467
19930617,-43000,162800,196700,-10933,8.67834e+08,-3.66824e+08,-682274
19930618,-36800,160500,188700,-25599,8.63525e+08,-3.15333e+08,-595302
19930621,-46800,157000,187100,-19335,8.59589e+08,-4.11116e+08,-905727
19930622,-53600,158600,188200,49890,8.67356e+08,-4.25346e+08,-1.24474e+06
19930623,-68300,151600,196300,20381,8.68656e+08,-5.20766e+08,-1.69955e+06
19930624,-44500,166400,197800,-29340,8.62601e+08,-4.37868e+08,-1.42157e+06
19930625,-20000,175200,185600,-18107,8.59564e+08,-2.35693e+08,-557901
19930628,16700,189300,171400,77003,8.70578e+08,-5.43238e+07,1.02962e+06
19930629,32600,198800,155300,-61353,8.65905e+08,3.21379e+07,1.34306e+06
19930630,77400,224500,139800,17059,8.65987e+08,2.58549e+08,3.03893e+06
19930701,119700,258300,126200,2557,8.64675e+08,4.5796e+08,4.55786e+06
19930702,150200,273200,109300,-13876,8.62076e+08,6.97906e+08,5.18766e+06
19930706,144400,271800,115300,34407,8.6896e+08,6.69992e+08,4.9843e+06
19930707,138700,264700,120500,-332,8.66941e+08,6.70709e+08,4.67152e+06
19930708,146200,260400,128100,12754,8.65928e+08,7.23048e+08,4.65961e+06
19930709,135500,246600,136200,4765,8.64967e+08,6.49068e+08,4.28358e+06
19930712,132800,226000,122600,13520,8.66159e+08,6.46907e+08,4.18817e+06
19930713,138800,233000,124700,12465,8.68242e+08,7.24288e+08,4.43121e+06
19930714,145300,247700,122800,-2107,8.68377e+08,7.68104e+08,4.70806e+06
19930715,148000,247500,126100,41064,8.75269e+08,8.25507e+08,4.94418e+06
19930716,129200,241000,120400,-19603,8.75351e+08,6.99078e+08,4.33218e+06
19930719,125700,224400,120400,24766,8.79101e+08,6.83688e+08,4.20803e+06
19930720,122100,216300,122800,-3451,8.77126e+08,6.99861e+08,3.86223e+06
19930721,114900,195500,132900,-11511,8.75637e+08,6.27693e+08,3.98453e+06
19930722,75400,183600,166100,-11338,8.76146e+08,3.05128e+08,2.72045e+06
19930723,34400,167800,186600,-25519,8.72215e+08,1.70229e+08,1.81934e+06
19930726,28300,163200,178400,1299,8.71094e+08,1.1309e+08,1.72018e+06
19930727,22300,177100,173300,3559,8.73258e+08,5.37471e+07,1.9556e+06
19930728,33500,177300,170500,6922,8.74278e+08,1.0173e+08,2.20857e+06
19930729,79100,187200,138800,25185,8.79239e+08,2.88254e+08,3.44665e+06
19930730,101900,192400,146100,-928,8.77995e+08,3.87084e+08,4.04343e+06
19930802,65000,192200,162100,40402,8.82956e+08,2.92002e+08,3.60815e+06
19930803,85800,205400,151200,-14473,8.80211e+08,4.74666e+08,4.17473e+06
19930804,87100,206100,146700,-11008,8.77567e+08,4.47906e+08,4.27221e+06
19930805,125200,224000,141000,21839,8.79588e+08,6.52826e+08,5.07656e+06
19930806,132900,232100,125900,29675,8.84931e+08,6.78522e+08,5.49862e+06
19930809,140300,238400,115500,88183,8.96912e+08,7.12203e+08,6.04693e+06
19930810,147800,240400,109500,47300,8.99434e+08,7.78702e+08,6.11718e+06
19930811,153900,251900,116200,-2321,8.90854e+08,7.11869e+08,6.63738e+06
19930812,159800,247000,110900,-17968,8.89962e+08,7.59502e+08,6.93524e+06
19930813,155900,246800,113600,33228,8.91331e+08,7.19163e+08,6.87655e+06
19930816,165800,247800,107500,27213,8.93888e+08,7.88811e+08,7.1372e+06
19930817,167100,237600,101800,19159,8.95273e+08,7.6758e+08,7.2029e+06
19930818,183200,242700,86000,-3016,8.92731e+08,9.17834e+08,7.79038e+06
19930819,206400,265400,82200,2351,8.95165e+08,1.1672e+09,8.18436e+06
19930820,254100,292500,75700,-17409,8.94559e+08,1.39406e+09,9.36624e+06
19930823,254800,286400,73300,14455,8.95277e+08,1.40912e+09,9.33478e+06
19930824,260900,295100,63100,54913,9.03222e+08,1.44643e+09,9.61965e+06
19930825,255100,288900,62300,-13547,9.03468e+08,1.39578e+09,9.61506e+06
19930826,255800,283600,70700,-35412,9.01345e+08,1.40205e+09,9.75876e+06
19930827,261000,278500,69100,-33867,8.97426e+08,1.41545e+09,9.90872e+06
19930830,270300,281300,74100,24525,9.02029e+08,1.43737e+09,1.03496e+07
19930831,261600,276800,76500,28901,9.08051e+08,1.38515e+09,1.01372e+07
19930901,249800,260600,77700,-12953,9.10417e+08,1.31185e+09,9.74747e+06
19930902,247100,249400,69700,-20642,9.05351e+08,1.30426e+09,9.63291e+06
19930903,258700,268000,69500,22306,9.09794e+08,1.35385e+09,9.7403e+06
19930907,239400,261100,78900,-82166,8.96667e+08,1.33458e+09,8.70899e+06
19930908,205300,234500,92300,-77973,8.83306e+08,1.13296e+09,7.2049e+06
19930909,166800,221800,111300,18053,8.88868e+08,8.62125e+08,5.86806e+06
19930910,154600,209500,114300,47423,8.97106e+08,7.23039e+08,5.69866e+06
19930913,126900,196600,131900,52474,9.06236e+08,5.68297e+08,4.80226e+06
19930914,109200,194300,144700,-55740,8.9998e+08,4.52011e+08,4.39402e+06
19930915,130500,216400,136500,46225,9.09074e+08,6.52526e+08,4.78923e+06
19930916,138300,219800,130200,-24503,9.04592e+08,6.8673e+08,5.04806e+06
19930917,130600,196600,131500,6189,9.04286e+08,6.3332e+08,4.9426e+06
19930920,128600,183900,133500,-14847,9.03656e+08,6.46885e+08,5.02187e+06
19930921,101700,178400,155200,-94684,8.91461e+08,4.87368e+08,3.90552e+06
19930922,70700,161700,172900,1321,8.92677e+08,3.96732e+08,3.04702e+06
19930923,68600,165200,177400,29425,8.97661e+08,3.17411e+08,2.90065e+06
19930924,68900,160800,173500,-5234,8.96038e+08,2.77816e+08,3.00392e+06
19930927,60700,156900,172000,4582,8.98312e+08,2.36413e+08,2.58333e+06
19930928,75000,166400,164400,24217,8.99898e+08,2.84132e+08,3.17703e+06
19930929,89200,180700,142300,-35547,8.91135e+08,3.27926e+08,3.68885e+06
19930930,99600,185200,126400,-53376,8.86687e+08,4.24779e+08,4.02348e+06
19931001,145400,206300,106200,20387,8.90078e+08,6.37231e+08,5.09178e+06
19931004,130900,207700,116700,42132,8.98322e+08,5.34732e+08,4.56744e+06
19931005,152200,218500,120200,18897,9.00458e+08,6.65016e+08,4.9442e+06
19931006,168200,231000,102600,-61785,8.86431e+08,7.87595e+08,5.37418e+06
19931007,163300,221200,113900,-81,8.87127e+08,7.47104e+08,5.3187e+06
19931008,149800,219900,124500,-11259,8.83896e+08,6.99206e+08,5.05504e+06
19931011,149300,214500,129700,-2419,8.8347e+08,7.23297e+08,4.93477e+06
19931012,138300,219200,129200,24144,8.84184e+08,6.5686e+08,4.70119e+06
19931013,124100,213400,118400,64072,8.9273e+08,5.54638e+08,4.14832e+06
19931014,148900,221100,110300,46097,8.98792e+08,7.74162e+08,4.7812e+06
19931015,164200,226800,101200,28573,9.04203e+08,8.79849e+08,5.14908e+06
19931018,170900,231500,114500,-7348,9.03678e+08,9.31611e+08,5.7323e+06
19931019,161700,226100,108700,-134496,8.84498e+08,8.84748e+08,5.63606e+06
19931020,142200,218500,120000,-8077,8.86286e+08,8.17074e+08,5.08572e+06
19931021,113800,208200,132500,12217,8.89628e+08,6.4671e+08,3.91207e+06
19931022,85100,183500,145800,-55487,8.80907e+08,4.47348e+08,3.13399e+06
19931025,53900,163700,172600,23386,8.81474e+08,3.50369e+08,2.36331e+06
19931026,21400,155000,180700,565,8.81938e+08,1.40801e+08,1.64374e+06
19931027,-3100,151700,188200,-7983,8.81669e+08,-3.51433e+07,828503
19931028,1200,161600,194200,-3148,8.81016e+08,-4.46458e+07,1.2616e+06
19931029,17100,161000,195500,38002,8.85659e+08,2.88378e+07,1.50017e+06
19931101,12400,166000,185000,25598,8.91542e+08,2.49937e+07,1.42148e+06
19931102,10900,174500,178600,27092,8.95067e+08,-1.50145e+07,1.57588e+06
19931103,8900,171200,174500,72481,9.02329e+08,-8.01289e+07,1.82972e+06
19931104,-15500,160900,194900,3779,8.99528e+08,-2.02219e+08,1.06011e+06
19931105,-59000,153600,219400,-18504,8.9922e+08,-4.25636e+08,-99101
19931108,-87400,132100,240500,8887,8.95933e+08,-5.85683e+08,-1.04753e+06
19931109,-91900,122600,245400,48498,9.01537e+08,-5.75195e+08,-1.18598e+06
19931110,-91900,122100,254700,19336,9.04563e+08,-6.35502e+08,-1.42102e+06
19931111,-85000,131000,245800,39416,9.11944e+08,-5.80058e+08,-1.37924e+06
19931112,-88200,144900,246100,28073,9.1648e+08,-5.68808e+08,-1.40054e+06
19931115,-70200,159200,228700,35108,9.21615e+08,-3.78225e+08,-1.0925e+06
19931116,-71400,169100,232500,-4097,9.19949e+08,-4.18143e+08,-989877
19931117,-72000,178000,231000,-30818,9.14134e+08,-3.74541e+08,-862955
19931118,-81200,166800,233800,17813,9.15408e+08,-4.25564e+08,-1.23442e+06
19931119,-76500,157300,237600,2732,9.15381e+08,-3.70872e+08,-1.07092e+06
19931122,-116000,130200,246100,20311,9.18489e+08,-5.66095e+08,-2.32287e+06
19931123,-134700,94500,252100,-67726,9.08912e+08,-6.5659e+08,-2.88644e+06
19931124,-159100,92600,268800,-36763,9.01839e+08,-8.03278e+08,-3.90881e+06
19931126,-173300,88600,263100,-3169,9.00943e+08,-9.35559e+08,-4.30231e+06
19931129,-161900,110500,247100,33778,9.07359e+08,-8.64339e+08,-4.17272e+06
19931130,-151600,123300,223300,106,9.08962e+08,-8.28006e+08,-3.70963e+06
19931201,-117600,146600,194900,7958,9.11152e+08,-6.50731e+08,-2.98662e+06
19931202,-91000,158700,178500,11973,9.13806e+08,-4.76525e+08,-2.00774e+06
19931203,-82900,157400,179500,-2825,9.13119e+08,-3.8393e+08,-1.62747e+06
19931206,-44000,172100,167700,-38024,9.08086e+08,-2.09111e+08,-522120
19931207,-18200,192400,171600,37246,9.12561e+08,-6.09961e+07,789207
19931208,-800,192300,151500,-3044,9.10921e+08,1.49624e+07,1.35377e+06
19931209,4000,193000,154400,-7640,9.09875e+08,1.91993e+07,1.45312e+06
19931210,4900,198100,152600,8010,9.10721e+08,2.28971e+06,1.61694e+06
19931213,4600,189400,142900,997,9.09674e+08,2.34436e+06,1.75147e+06
19931214,-3500,194500,149200,-27301,9.04439e+08,-3.15666e+07,1.29334e+06
19931215,8400,182700,153800,-18402,9.02016e+08,4.34363e+07,1.35159e+06
19931216,10800,182600,155500,8697,9.00524e+08,7.36343e+06,1.55978e+06
19931217,20300,188000,155900,3913,8.99168e+08,8.92023e+07,1.91276e+06
19931220,41300,195600,154700,21379,9.02144e+08,1.35901e+08,2.46169e+06
19931221,29000,186700,153900,5990,9.02362e+08,7.67537e+07,1.75425e+06
19931222,25400,169800,149600,-6903,9.00276e+08,7.04094e+07,1.75031e+06
19931223,39000,183600,146400,4620,9.01253e+08,2.41978e+08,2.40341e+06
19931227,53900,195400,141400,-15771,8.99593e+08,3.4104e+08,2.87493e+06
19931228,39800,206900,141000,-1999,9.00772e+08,3.2534e+08,3.21796e+06
19931229,76500,232000,127900,26879,9.04149e+08,6.15713e+08,4.50696e+06
19931230,96900,237100,121000,-1408,9.0316e+08,7.64746e+08,4.98184e+06
19931231,112000,241000,109700,-12756,8.99172e+08,9.32988e+08,5.42965e+06
19940103,126500,248600,107400,-15386,8.96748e+08,9.77942e+08,5.74947e+06
19940104,146700,247400,108300,603,8.97244e+08,1.0839e+09,6.11634e+06
19940105,168000,238100,103600,13935,9.01831e+08,1.17196e+09,6.4417e+06
19940106,160600,222700,107500,7182,9.03345e+08,1.14779e+09,6.19309e+06
19940107,145900,220400,117900,23230,9.04046e+08,1.04168e+09,5.30608e+06
19940110,128700,225400,122700,84891,9.1649e+08,9.58406e+08,4.72366e+06
19940111,112700,232900,135400,-8180,9.15637e+08,8.0346e+08,4.13506e+06
19940112,131300,247300,122800,-4102,9.14364e+08,8.65385e+08,4.71832e+06
19940113,131300,241800,127700,-22674,9.10826e+08,8.39042e+08,5.00036e+06
19940114,134600,244200,119100,23891,9.1489e+08,8.05182e+08,5.11335e+06
19940117,153700,256000,115000,44421,9.2347e+08,9.01838e+08,5.63044e+06
19940118,144100,253100,116800,9029,9.23937e+08,8.54208e+08,5.37261e+06
19940119,142500,241200,124100,-61845,9.14122e+08,8.28191e+08,4.7536e+06
19940120,144300,242900,121200,-45688,9.05195e+08,8.15179e+08,4.70518e+06
19940121,135800,223700,124300,15579,9.07434e+08,8.01831e+08,4.52786e+06
19940124,123900,215800,136200,19188,9.09398e+08,7.15632e+08,4.30717e+06
19940125,99800,212800,153000,-54804,8.99415e+08,6.17407e+08,3.66118e+06
19940126,78000,197500,161200,-7056,8.95822e+08,4.62332e+08,3.18485e+06
19940127,53500,193100,163300,-8631,8.94667e+08,2.72865e+08,2.83431e+06
19940128,64000,197200,154900,35675,9.00121e+08,2.47292e+08,2.98194e+06
19940131,69900,207700,138600,69271,9.08318e+08,2.82987e+08,3.44866e+06
19940201,84100,221100,117300,-21865,9.01054e+08,3.60631e+08,3.84006e+06
19940202,114700,241100,95100,32312,9.06549e+08,5.2551e+08,4.94345e+06
19940203,135000,252500,88800,32509,9.12617e+08,6.41467e+08,5.4351e+06
19940204,122900,239500,91400,-128886,8.95497e+08,5.52984e+08,4.78182e+06
19940207,91600,216300,113300,33631,9.01605e+08,3.68855e+08,4.023e+06
19940208,62000,203200,140200,35222,9.07645e+08,1.92079e+08,3.36321e+06
19940209,29500,186900,158800,38924,9.14357e+08,3.89425e+07,2.44768e+06
19940210,5700,170400,173600,-30875,9.08695e+08,-1.37782e+08,1.56647e+06
19940211,20000,171000,173900,-10409,9.08154e+08,-8.34218e+07,1.53489e+06
19940214,6100,160400,178300,-10670,9.04618e+08,-8.11642e+07,1.1709e+06
19940215,1000,165900,179300,12141,9.07267e+08,-1.46799e+08,1.12809e+06
19940216,-5900,169400,184400,22690,9.08743e+08,-1.80657e+08,1.08712e+06
19940217,-11900,159000,183000,707,9.09036e+08,-1.82527e+08,852104
19940218,-11000,167000,184000,11728,9.10565e+08,-2.00398e+08,1.05896e+06
19940222,-24100,175400,191700,30939,9.14064e+08,-2.24957e+08,797082
19940223,-39000,172800,202200,39690,9.19382e+08,-2.54305e+08,461316
19940224,-57300,158400,214200,38028,9.23636e+08,-3.79909e+08,-213468
19940225,-83400,152300,228900,8092,9.24135e+08,-5.19158e+08,-711959
19940228,-94900,138200,230400,-30365,9.19811e+08,-6.07445e+08,-1.21411e+06
19940301,-107700,138100,244400,26156,9.21367e+08,-6.93484e+08,-1.75828e+06
19940302,-131400,127200,256900,35403,9.25371e+08,-8.01109e+08,-2.73e+06
19940303,-137300,128100,228700,53778,9.34276e+08,-8.83494e+08,-2.7892e+06
19940304,-129500,137800,212100,-5990,9.33168e+08,-8.29316e+08,-2.81143e+06
19940307,-100400,148600,202200,23976,9.37649e+08,-6.23441e+08,-2.19688e+06
19940308,-88900,155200,202100,-2599,9.38591e+08,-6.26985e+08,-1.87613e+06
19940309,-50800,174600,187600,12524,9.39668e+08,-3.8925e+08,-1.1466e+06
19940310,-36400,171100,177000,5495,9.41025e+08,-3.07613e+08,-516543
19940311,-6200,195400,168100,-31798,9.37926e+08,-8.93677e+07,5853
19940314,700,193900,161800,41462,9.43196e+08,-3.74272e+07,274544
19940315,4500,195500,163000,66035,9.49687e+08,-1.39242e+07,300489
19940316,20000,196700,155300,-16578,9.45354e+08,3.62627e+07,974770
19940317,55800,210200,146500,7187,9.46413e+08,2.71645e+08,1.99472e+06
19940318,80100,222400,127000,-34937,9.44211e+08,4.91894e+08,2.77198e+06
19940321,115200,221800,112600,-44735,9.3406e+08,6.73407e+08,3.88759e+06
19940322,114900,229800,126800,38084,9.40956e+08,7.06364e+08,4.15665e+06
19940323,120000,238100,122100,17284,9.44731e+08,8.1193e+08,4.38689e+06
19940324,117500,231200,128600,-70155,9.35936e+08,7.37897e+08,4.19671e+06
19940325,102900,209600,140300,-44746,9.32309e+08,6.30974e+08,3.87244e+06
19940328,68400,168000,158200,-121152,9.12191e+08,4.17905e+08,2.17084e+06
19940329,-2200,129100,203600,-4427,9.1123e+08,7.72301e+07,54047
19940330,-129800,81000,278900,48962,9.17568e+08,-7.53446e+08,-3.4472e+06
19940331,-268900,35300,360900,-35656,9.15967e+08,-1.52681e+09,-7.70763e+06
19940404,-377400,26800,421100,241286,9.48215e+08,-1.99697e+09,-1.09189e+07
19940405,-412500,18700,442300,-283855,9.0616e+08,-2.19529e+09,-1.21464e+07
19940406,-420900,16600,444000,-5134,9.04839e+08,-2.2793e+09,-1.23584e+07
19940407,-413300,21900,444100,-83965,8.93985e+08,-2.28196e+09,-1.21844e+07
19940408,-423800,25200,443000,121505,9.10133e+08,-2.31294e+09,-1.24123e+07
19940411,-415100,30800,409000,43179,9.19323e+08,-2.23187e+09,-1.19382e+07
19940412,-396300,45100,382200,89108,9.32754e+08,-2.14673e+09,-1.11786e+07
19940413,-377700,54700,373300,84984,9.45593e+08,-2.08337e+09,-1.07499e+07
19940414,-355300,66200,371300,1444,9.45344e+08,-1.96682e+09,-1.02347e+07
19940415,-344600,70800,365000,8775,9.47118e+08,-1.88403e+09,-9.8142e+06
19940418,-313500,85400,352700,83232,9.6173e+08,-1.72854e+09,-9.13575e+06
19940419,-285400,95100,339900,162095,9.80697e+08,-1.49245e+09,-8.13248e+06
19940420,-275400,102700,332000,62454,9.90638e+08,-1.41535e+09,-7.84213e+06
19940421,-244500,115300,310300,-103808,9.79957e+08,-1.30073e+09,-6.90953e+06
19940422,-224700,124000,294500,-47866,9.73857e+08,-1.19022e+09,-6.27404e+06
19940425,-184300,140300,269800,-58184,9.68798e+08,-9.34467e+08,-5.24131e+06
19940426,-144600,157800,244100,-21163,9.658e+08,-7.34204e+08,-4.11878e+06
19940428,-93000,189500,215100,-16809,9.63887e+08,-4.75476e+08,-2.4832e+06
19940429,-67800,206100,178400,-2010,9.61556e+08,-3.63843e+08,-1.49823e+06
19940502,-17100,224700,171400,2133,9.61655e+08,-1.76129e+07,48991
19940503,7500,219300,164200,-29420,9.58531e+08,1.27028e+08,1.05368e+06
19940504,11200,225200,149600,-1323,9.57247e+08,1.53452e+08,1.26486e+06
19940505,43200,232600,138600,-33709,9.52936e+08,3.1039e+08,1.91094e+06
19940506,49200,233400,150200,23969,9.5655e+08,3.55292e+08,2.21206e+06
19940509,59700,213000,161700,-25154,9.54659e+08,4.04907e+08,2.2267e+06
19940510,27300,195700,186800,7665,9.57357e+08,2.75831e+08,1.41709e+06
19940511,-30600,173900,208000,37385,9.62272e+08,5.66971e+07,26312
19940512,-64900,161600,237700,16877,9.64962e+08,-6.02198e+07,-1.00655e+06
19940513,-65900,147900,242900,-4756,9.64966e+08,-1.30266e+08,-1.35066e+06
19940516,-74600,150500,244100,40136,9.74784e+08,-1.34459e+08,-1.76973e+06
19940517,-80500,144100,254400,-21139,9.68407e+08,-2.31149e+08,-2.02423e+06
19940518,-74700,158800,235600,-89007,9.56977e+08,-2.09662e+08,-1.91957e+06
19940519,-98300,174200,245800,-9310,9.55481e+08,-3.55381e+08,-2.0484e+06
19940520,-59800,192400,230000,1387,9.5551e+08,-1.73158e+08,-578725
19940523,-53600,198600,193200,-2551,9.53158e+08,-1.38958e+08,-399351
19940524,-24000,216500,187800,-14694,9.49001e+08,7.96455e+07,470249
19940525,-2800,216500,172300,10651,9.52594e+08,1.58e+08,1.27606e+06
19940526,23600,224700,177500,724,9.52283e+08,2.85832e+08,2.1441e+06
19940527,62500,228800,154200,-11614,9.48805e+08,6.03329e+08,2.853e+06
19940531,80400,241800,150600,170516,9.86146e+08,6.09738e+08,3.71851e+06
19940601,103300,249000,137800,22533,9.91398e+08,7.6843e+08,4.46434e+06
19940602,122000,259800,124200,36236,9.96751e+08,8.35447e+08,5.03061e+06
19940603,138700,262800,109400,24754,1.00275e+09,8.9593e+08,5.26862e+06
19940606,180800,279600,100700,-2527,1.00214e+09,1.08236e+09,6.36646e+06
19940607,219200,301700,84400,-23998,9.94698e+08,1.21925e+09,7.41773e+06
19940608,247700,307700,76800,-63084,9.86506e+08,1.392e+09,7.92219e+06
19940609,258500,310900,85600,-14879,9.83594e+08,1.37152e+09,8.34926e+06
19940610,249700,289000,95200,27076,9.86544e+08,1.28739e+09,8.17047e+06
19940613,220600,279600,111300,-31799,9.80458e+08,1.12712e+09,7.35327e+06
19940614,204800,273700,118100,-3971,9.78346e+08,1.04807e+09,6.90215e+06
19940615,220000,269500,113300,-10938,9.76887e+08,1.13934e+09,7.12622e+06
19940616,223300,275600,107000,-11429,9.72368e+08,1.14455e+09,7.46456e+06
19940617,224600,267100,106100,-59044,9.64688e+08,1.14607e+09,7.36466e+06
19940620,210400,255200,112500,-69205,9.55857e+08,1.05077e+09,6.71454e+06
19940621,147800,216500,148700,-29225,9.53557e+08,7.43392e+08,5.00648e+06
19940622,131600,188400,161100,13793,9.55654e+08,7.0684e+08,4.58718e+06
19940623,43900,151200,218900,79844,9.66759e+08,1.80803e+08,1.75346e+06
19940624,-45000,105200,267900,-16760,9.65322e+08,-1.91479e+08,-1.02598e+06
19940627,-82900,91500,297200,-39631,9.63063e+08,-3.74188e+08,-2.25672e+06
19940628,-119600,85300,319400,-7033,9.59672e+08,-6.30585e+08,-3.25975e+06
19940629,-187100,73400,336400,-14307,9.56481e+08,-8.80444e+08,-5.40662e+06
19940630,-237500,59900,362300,50969,9.64133e+08,-1.17939e+09,-6.44865e+06
19940701,-216800,74400,348000,-30856,9.58782e+08,-1.10986e+09,-6.04057e+06
19940705,-198500,92800,328300,-2348,9.56357e+08,-1.02231e+09,-5.60411e+06
19940706,-213500,101400,310400,-54486,9.46721e+08,-1.10792e+09,-5.70164e+06
19940707,-205700,113800,296200,-11036,9.44591e+08,-1.05137e+09,-5.61042e+06
19940708,-156200,148400,270800,7760,9.45591e+08,-8.18885e+08,-4.61465e+06
19940711,-136300,156300,254400,51342,9.52572e+08,-7.24712e+08,-4.35275e+06
19940712,-119100,161400,234400,1983,9.52101e+08,-6.01e+08,-3.87439e+06
19940713,-101800,160300,208300,-9059,9.52316e+08,-4.81331e+08,-3.34356e+06
19940714,-46400,192200,182700,-16090,9.52624e+08,-1.5146e+08,-1.63703e+06
19940715,-10000,230600,156000,-31739,9.47489e+08,7.13605e+06,-287570
19940718,34900,253400,131400,-24678,9.4119e+08,2.33936e+08,979814
19940719,97400,280800,103200,9455,9.42943e+08,5.62677e+08,2.99662e+06
19940720,112400,284200,102400,-52188,9.36788e+08,5.58734e+08,3.15037e+06
19940721,122400,283900,106900,12441,9.41442e+08,5.613e+08,3.14946e+06
19940722,104300,278400,112500,23125,9.43024e+08,4.74144e+08,2.67352e+06
19940725,90700,276100,121400,44465,9.51513e+08,4.0751e+08,2.19689e+06
19940726,106400,271300,130400,9304,9.56025e+08,4.35493e+08,2.23755e+06
19940727,99000,254900,143900,-105,9.57123e+08,3.53785e+08,1.87914e+06
19940728,119400,255000,139400,-5264,9.54985e+08,4.59067e+08,2.21501e+06
19940729,113800,234100,139700,12252,9.56536e+08,4.97539e+08,2.22671e+06
19940801,107100,238600,144100,21899,9.60091e+08,4.91365e+08,2.64176e+06
19940802,138700,250900,129500,8880,9.62004e+08,6.43678e+08,3.40593e+06
19940803,167500,261500,124300,5418,9.62574e+08,8.26346e+08,4.3194e+06
19940804,177300,266900,115800,-21135,9.61834e+08,8.48364e+08,4.79489e+06
19940805,177100,252400,124700,-5873,9.60995e+08,8.94729e+08,4.96263e+06
19940808,179100,251500,134400,28972,9.64785e+08,9.14766e+08,5.24455e+06
19940809,146800,246700,149200,27989,9.66961e+08,6.88584e+08,4.78982e+06
19940810,142300,249100,146800,34769,9.71479e+08,6.81467e+08,4.66601e+06
19940811,161700,254900,145100,-27523,9.67413e+08,7.87432e+08,5.39757e+06
19940812,188300,267400,129400,1442,9.68664e+08,8.63745e+08,6.09474e+06
19940815,193900,258600,127100,-3816,9.68352e+08,9.3511e+08,6.11232e+06
19940816,185100,264700,130700,80225,9.77137e+08,8.06561e+08,6.05849e+06
19940817,180100,267000,126400,16851,9.78969e+08,7.99429e+08,5.93858e+06
19940818,180100,262300,113300,-7616,9.77721e+08,8.23822e+08,6.0167e+06
19940819,174900,266700,117400,11028,9.76856e+08,8.45864e+08,5.75577e+06
19940822,183000,262800,118300,9307,9.80625e+08,9.43983e+08,5.84478e+06
19940823,173500,253600,121800,37360,9.87011e+08,8.93228e+08,5.62988e+06
19940824,174700,254500,118400,17947,9.91486e+08,9.48369e+08,5.55604e+06
19940825,186900,266000,117500,25435,9.94887e+08,1.03298e+09,5.97697e+06
19940826,203200,269000,99500,78209,1.00785e+09,1.10884e+09,6.63266e+06
19940829,238300,283200,76600,-43884,1.00489e+09,1.3275e+09,7.78645e+06
19940830,283500,308000,64500,26130,1.00824e+09,1.54087e+09,9.32531e+06
19940831,297900,315000,60600,-14986,1.00423e+09,1.61849e+09,9.81913e+06
19940901,292700,324900,58000,-78397,9.93363e+08,1.53058e+09,9.6859e+06
19940902,292900,310700,57600,-96941,9.82925e+08,1.53085e+09,9.56783e+06
