Date,Total Pos, Total Long,Total Short,Dollar PnL,Cumulative PnL,Total Market Value,Net Market Value 
20090819,469300,477600,174000,48461,8.89839e+09,3.0962e+09,1.20954e+07
20090820,403400,436400,204700,139647,8.92147e+09,2.58686e+09,1.03519e+07
20090821,383600,423100,208300,245452,8.96405e+09,2.4456e+09,1.0216e+07
20090824,379500,438900,173700,-33491,8.96215e+09,2.40376e+09,1.01509e+07
20090825,386400,468700,122800,66492,8.97001e+09,2.48365e+09,1.06184e+07
20090826,420400,505500,106000,-31976,8.96188e+09,2.68921e+09,1.19064e+07
20090827,482700,555600,109100,42436,8.96969e+09,3.25109e+09,1.38421e+07
20090828,557300,590000,65600,39242,8.9752e+09,4.03821e+09,1.37365e+07
20090831,558400,550200,58900,-139846,8.95118e+09,3.99207e+09,1.36872e+07
20090901,463600,494000,105900,-320914,8.89422e+09,3.13407e+09,1.23165e+07
20090902,370500,415200,159700,-41010,8.88822e+09,2.35403e+09,9.74307e+06
20090903,285400,319700,208900,79270,8.90027e+09,1.84518e+09,7.5552e+06
20090904,228300,269000,236400,68057,8.91248e+09,1.6131e+09,6.21133e+06
20090908,171900,255300,259300,34380,8.91673e+09,1.27409e+09,5.00865e+06
20090909,185800,269700,212400,39998,8.92613e+09,1.43387e+09,5.48058e+06
20090910,300400,384800,130700,122106,8.94769e+09,2.26893e+09,8.71081e+06
20090911,412500,459600,89200,9329,8.94675e+09,3.17562e+09,1.16235e+07
20090914,446100,513600,81900,141822,8.97346e+09,3.38076e+09,1.30579e+07
20090915,480000,537600,76300,69851,8.98722e+09,3.61895e+09,1.38943e+07
20090916,510900,547200,54500,277863,9.04593e+09,3.9394e+09,1.54024e+07
20090917,531200,559300,50300,-116518,9.02363e+09,3.92029e+09,1.5852e+07
20090918,567100,578300,45200,31576,9.03037e+09,4.18377e+09,1.68893e+07
20090921,586200,592700,45600,-80008,9.01765e+09,4.32891e+09,1.7364e+07
20090922,567300,596900,60500,131658,9.04265e+09,4.23433e+09,1.72902e+07
20090923,570800,567500,62700,-242152,8.99641e+09,4.20342e+09,1.7067e+07
20090924,554800,540200,75700,-257093,8.95096e+09,4.0429e+09,1.63747e+07
20090925,518800,503300,95500,-113397,8.9283e+09,3.75151e+09,1.55322e+07
20090928,472400,474600,105000,327466,8.99057e+09,3.35962e+09,1.46649e+07
20090929,427100,450100,131100,-6977,8.98952e+09,3.17651e+09,1.32555e+07
20090930,389200,402500,149100,3403,8.99135e+09,2.92836e+09,1.19257e+07
20091001,328300,291000,178900,-300519,8.93549e+09,2.44359e+09,9.60446e+06
20091002,255600,216000,215100,-24354,8.93106e+09,1.93528e+09,7.32014e+06
20091005,-900,155500,349100,50424,8.94218e+09,2.13402e+08,2.18749e+06
20091006,-97100,141400,396900,17072,8.94915e+09,-5.18975e+08,-387874
20091007,-174300,121300,435100,35549,8.95567e+09,-1.11719e+09,-2.58285e+06
20091008,-166500,138600,412300,-47382,8.94932e+09,-1.10204e+09,-2.55278e+06
20091009,-150100,166800,326600,-41549,8.94226e+09,-9.98862e+08,-1.68937e+06
20091012,-48000,240700,276500,3889,8.94174e+09,-1.42452e+08,861855
20091013,7100,277000,240800,-29580,8.93793e+09,2.92264e+08,2.45763e+06
20091014,123800,350100,173500,108043,8.96288e+09,1.12284e+09,5.75971e+06
20091015,205100,403600,145100,26010,8.96783e+09,1.74548e+09,8.4723e+06
20091016,260100,430300,122700,-53811,8.95753e+09,1.97033e+09,1.00032e+07
20091019,314400,459500,75600,157896,8.98751e+09,2.42575e+09,1.15727e+07
20091020,323500,471600,76000,-58831,8.98099e+09,2.32112e+09,1.1836e+07
20091021,325700,467400,83700,-109309,8.96084e+09,2.41955e+09,1.23446e+07
20091022,308600,447400,96400,135976,8.98878e+09,2.33141e+09,1.23651e+07
20091023,319400,426600,136400,-152345,8.96223e+09,2.19172e+09,1.21744e+07
20091026,272300,373000,167300,-87790,8.94603e+09,1.72984e+09,1.09999e+07
20091027,201100,300800,223900,-82280,8.93009e+09,1.14601e+09,9.13085e+06
20091028,75900,217700,295200,-160238,8.90586e+09,1.02753e+08,5.63737e+06
20091029,-69500,137600,368800,-8259,8.89938e+09,-9.36464e+08,1.71907e+06
20091030,-288100,92600,487100,194861,8.93529e+09,-2.39555e+09,-4.25545e+06
20091102,-371700,69600,527800,-23218,8.93204e+09,-2.94827e+09,-7.06637e+06
20091103,-401900,65900,552900,-82700,8.91622e+09,-3.18054e+09,-8.08096e+06
20091104,-429900,62100,566000,3457,8.91496e+09,-3.2994e+09,-9.12636e+06
20091105,-450800,60300,557700,-217443,8.87565e+09,-3.53125e+09,-1.00813e+07
20091106,-425100,79200,518900,-19154,8.87208e+09,-3.33397e+09,-8.97657e+06
20091109,-368800,120600,452300,-224946,8.82879e+09,-3.02513e+09,-7.46451e+06
20091110,-293100,167500,356900,47143,8.83973e+09,-2.48551e+09,-4.93202e+06
20091111,-105300,271100,242700,-16496,8.83514e+09,-1.06337e+09,1.25428e+06
20091112,-7100,322200,192400,3154,8.83391e+09,-3.69316e+08,3.40975e+06
20091113,122400,388200,164200,61822,8.84658e+09,7.12952e+08,6.49379e+06
20091116,195600,425900,137000,111175,8.86762e+09,1.21885e+09,8.55013e+06
20091117,259900,457600,100700,15107,8.86927e+09,1.88102e+09,1.02796e+07
20091118,383600,515500,74600,-17881,8.86622e+09,3.10302e+09,1.16117e+07
20091119,404900,522300,66200,-149611,8.83665e+09,3.24976e+09,1.21648e+07
20091120,433900,539100,64400,-51116,8.82767e+09,3.38713e+09,1.2917e+07
20091123,421300,519600,76100,184432,8.86369e+09,3.33617e+09,1.28821e+07
20091124,406400,479800,90000,-9008,8.86276e+09,3.14904e+09,1.26357e+07
20091125,389200,431600,103100,70426,8.87553e+09,3.07546e+09,1.22226e+07
20091127,359400,417600,122800,-191970,8.83803e+09,3.01512e+09,1.14205e+07
20091130,349500,391800,130000,63882,8.85358e+09,2.96911e+09,1.13465e+07
20091201,334500,372600,148100,169756,8.88645e+09,2.93448e+09,1.1138e+07
20091202,329000,350800,147500,89116,8.90402e+09,2.90884e+09,1.11016e+07
20091203,285500,318400,174800,-16460,8.89886e+09,2.56675e+09,9.20473e+06
20091204,277300,331000,167400,86077,8.91648e+09,2.58329e+09,8.86958e+06
20091207,291000,357900,163200,7853,8.91852e+09,2.6488e+09,8.76071e+06
20091208,275700,346000,169900,-61955,8.90687e+09,2.39321e+09,8.10371e+06
20091209,247800,318400,185100,24154,8.9113e+09,2.18421e+09,7.01632e+06
20091210,240500,325800,176700,34907,8.92348e+09,2.10692e+09,6.76535e+06
20091211,242100,283200,175600,31691,8.92872e+09,2.05512e+09,6.44145e+06
20091214,252400,285400,162800,33250,8.9339e+09,2.15341e+09,6.75238e+06
20091215,290400,323000,138300,-42699,8.92341e+09,2.47364e+09,7.96371e+06
20091216,340200,366100,116400,-891,8.92042e+09,2.93985e+09,9.65611e+06
20091217,338500,366900,117600,-89805,8.90156e+09,2.80869e+09,9.74458e+06
20091218,331600,372300,110000,39820,8.90829e+09,2.7322e+09,1.0188e+07
20091221,338600,363800,108100,96861,8.92608e+09,2.97193e+09,1.0806e+07
20091222,360800,414700,106500,97074,8.9461e+09,3.12816e+09,1.13222e+07
20091223,386400,416500,100300,90789,8.96342e+09,3.36811e+09,1.18904e+07
20091224,411900,440700,85400,81040,8.97954e+09,3.51468e+09,1.30351e+07
20091228,417500,453700,84100,6320,8.98291e+09,3.57485e+09,1.33075e+07
20091229,431900,467200,79800,-37484,8.97405e+09,3.70358e+09,1.38116e+07
20091230,430700,471000,72000,-3715,8.97244e+09,3.73702e+09,1.3801e+07
20091231,428400,466700,69400,-165832,8.94007e+09,3.69081e+09,1.3508e+07
20100104,430400,455600,60400,192782,8.97906e+09,3.76697e+09,1.38728e+07
20100105,428200,429500,57700,35094,8.98689e+09,3.72641e+09,1.40287e+07
20100106,449100,420300,56700,6744,8.9877e+09,3.8416e+09,1.46636e+07
20100107,481000,420300,49600,71256,9.00132e+09,4.10312e+09,1.49799e+07
20100108,484700,431200,53900,84553,9.02072e+09,4.17222e+09,1.50935e+07
20100111,469900,418900,70400,5435,9.02384e+09,4.09278e+09,1.45422e+07
20100112,444000,419900,87800,-194372,8.98723e+09,3.87012e+09,1.34104e+07
20100113,438300,420800,92300,136796,9.01408e+09,3.84893e+09,1.32625e+07
20100114,426500,371700,97600,75731,9.02786e+09,3.75193e+09,1.31127e+07
20100115,378800,356300,115900,-145969,8.99946e+09,3.31359e+09,1.19424e+07
20100119,350300,331800,120900,134323,9.02745e+09,3.15716e+09,1.11835e+07
20100120,353600,319900,121600,-111627,9.00564e+09,3.12496e+09,1.11591e+07
20100121,298300,288600,146300,-135561,8.97738e+09,2.70818e+09,9.17652e+06
20100122,158800,221700,221500,-80053,8.95306e+09,1.74647e+09,4.58287e+06
20100125,-5700,176100,311900,-8576,8.95259e+09,3.63635e+07,1.0219e+06
20100126,-120100,125400,375100,19736,8.9563e+09,-1.04556e+09,-3.24885e+06
20100127,-227500,101900,431700,-812,8.95741e+09,-1.8466e+09,-7.28002e+06
20100128,-301200,88300,472100,160846,8.98677e+09,-2.52526e+09,-9.39799e+06
20100129,-349500,80100,498900,144518,9.01725e+09,-2.91988e+09,-1.06712e+07
20100201,-357600,66300,495600,-207886,8.97893e+09,-3.06595e+09,-1.12033e+07
20100202,-365800,70100,492200,-174164,8.94611e+09,-3.23554e+09,-1.16353e+07
20100203,-366200,75900,478900,59189,8.9608e+09,-3.18455e+09,-1.15436e+07
20100204,-387300,68800,484700,401230,9.03788e+09,-3.15392e+09,-1.15843e+07
20100205,-395700,74800,486200,-29041,9.02913e+09,-3.29711e+09,-1.18888e+07
20100208,-437200,56300,499800,107388,9.04784e+09,-3.48841e+09,-1.3134e+07
20100209,-481900,37400,524800,-174943,9.01574e+09,-3.80651e+09,-1.42039e+07
20100210,-514800,32300,547500,53963,9.02794e+09,-4.06026e+09,-1.5138e+07
20100211,-514400,34400,540500,-138244,9.00488e+09,-4.12127e+09,-1.51522e+07
20100212,-509200,51000,507800,31220,9.00923e+09,-4.05687e+09,-1.48387e+07
20100216,-447100,87500,439100,-287685,8.95352e+09,-3.79701e+09,-1.30503e+07
20100217,-335400,149800,342500,-52366,8.94362e+09,-3.01388e+09,-9.66164e+06
20100218,-192200,228400,233700,-17033,8.94029e+09,-1.81199e+09,-4.20252e+06
20100219,-36800,306900,180500,2038,8.94115e+09,-6.36082e+08,643443
20100222,90200,374200,108900,-32980,8.93659e+09,4.46719e+08,4.99729e+06
20100223,127200,390000,95000,-83735,8.92144e+09,7.64951e+08,6.0325e+06
20100224,253000,438100,76500,86810,8.94012e+09,2.1139e+09,7.68026e+06
20100225,273900,447900,71100,44172,8.94722e+09,2.29247e+09,8.47972e+06
20100226,280500,444900,76600,24228,8.95353e+09,2.33644e+09,9.13341e+06
20100301,298700,431800,79600,160770,8.98258e+09,2.50061e+09,9.77115e+06
20100302,337300,447700,74000,42446,8.99114e+09,2.74823e+09,1.13948e+07
20100303,356000,463500,63100,-6691,8.98976e+09,2.90063e+09,1.20723e+07
20100304,377900,481300,46200,42942,8.99754e+09,3.0634e+09,1.28106e+07
20100305,429300,513400,40500,246655,9.04356e+09,3.49691e+09,1.46691e+07
20100308,469700,531100,39900,228,9.0425e+09,3.96908e+09,1.58757e+07
20100309,487400,537500,20400,22423,9.04618e+09,4.10978e+09,1.62464e+07
20100310,513800,549400,18600,100491,9.0638e+09,4.34806e+09,1.71884e+07
20100311,525200,548100,20900,63433,9.07411e+09,4.38863e+09,1.75574e+07
20100312,552400,553800,19600,26351,9.07763e+09,4.6139e+09,1.80902e+07
20100315,545000,541600,32500,-979,9.0774e+09,4.5536e+09,1.79558e+07
20100316,544000,545000,31400,184008,9.10932e+09,4.57083e+09,1.81406e+07
20100317,545500,542100,35200,144576,9.13757e+09,4.60308e+09,1.84509e+07
20100318,550700,551500,33600,-20980,9.13735e+09,4.59696e+09,1.86233e+07
20100319,548300,548000,34900,-107171,9.11692e+09,4.56209e+09,1.83978e+07
20100322,547000,514800,30600,134544,9.14151e+09,4.56225e+09,1.85328e+07
20100323,467900,511900,74600,93136,9.15719e+09,3.60228e+09,1.82666e+07
20100324,467900,503200,70700,-106852,9.13843e+09,3.6208e+09,1.81388e+07
20100325,457900,471900,78400,-7722,9.14025e+09,3.48924e+09,1.76203e+07
20100326,455700,459800,86100,30528,9.14488e+09,3.44953e+09,1.74581e+07
20100329,442600,440300,92700,80912,9.16114e+09,3.42147e+09,1.7101e+07
20100330,425100,411100,101800,13464,9.16598e+09,3.27364e+09,1.65766e+07
20100331,403000,392800,115900,-86646,9.14988e+09,3.07429e+09,1.58271e+07
20100401,396400,375200,118000,107137,9.16401e+09,3.08913e+09,1.57813e+07
20100405,392600,377800,71700,193263,9.1961e+09,3.07647e+09,1.58561e+07
20100406,458100,423600,56900,64951,9.20882e+09,3.88092e+09,1.61413e+07
20100407,440200,428400,61100,-113377,9.18912e+09,3.7913e+09,1.59684e+07
20100408,452500,437500,50200,64737,9.19933e+09,3.96357e+09,1.64642e+07
20100409,455400,447200,48700,126991,9.22194e+09,4.00266e+09,1.64239e+07
20100412,444100,434400,51800,18257,9.22572e+09,3.86653e+09,1.61238e+07
20100413,453900,425400,53200,45888,9.23429e+09,3.91246e+09,1.65009e+07
20100414,452100,424500,49700,224478,9.27363e+09,3.92192e+09,1.65272e+07
20100415,464000,446100,50000,9439,9.27518e+09,4.01296e+09,1.69208e+07
20100416,449900,454800,63000,-253580,9.22618e+09,3.87366e+09,1.62334e+07
20100419,437400,449600,65800,29217,9.23222e+09,3.75052e+09,1.59715e+07
20100420,462700,466000,54800,219104,9.27261e+09,4.13264e+09,1.62621e+07
20100421,457400,454100,61900,87542,9.29019e+09,4.08966e+09,1.61282e+07
20100422,466400,445000,65700,212430,9.32879e+09,4.21022e+09,1.61788e+07
20100423,458400,453100,66900,173537,9.36086e+09,4.17767e+09,1.61116e+07
20100426,449100,466300,67700,-4999,9.35891e+09,4.05256e+09,1.56313e+07
20100427,420800,446300,80700,-424383,9.28518e+09,3.72491e+09,1.45346e+07
20100428,410100,416200,86100,46687,9.29425e+09,3.66244e+09,1.42001e+07
20100429,392800,390600,101100,265184,9.34065e+09,3.60237e+09,1.39744e+07
20100430,341200,317600,126800,-261311,9.29263e+09,2.99452e+09,1.27696e+07
20100503,302200,282600,141400,249617,9.33697e+09,2.66754e+09,1.13184e+07
20100504,255200,234800,169200,-287284,9.29154e+09,2.23773e+09,9.67882e+06
20100505,120700,218900,244700,-136363,9.26909e+09,6.41384e+08,7.5862e+06
20100506,-69300,135600,341000,-24041,9.27195e+09,-9.89145e+08,592223
20100507,-259500,87000,435200,92106,9.28978e+09,-2.35697e+09,-6.27062e+06
20100510,-362000,36600,498000,-497406,9.20222e+09,-3.21111e+09,-1.06239e+07
20100511,-449100,31800,536900,57036,9.21279e+09,-3.94304e+09,-1.27059e+07
20100512,-451800,33400,534300,-224584,9.17219e+09,-4.02033e+09,-1.30574e+07
20100513,-441800,45100,513800,169867,9.20265e+09,-3.8808e+09,-1.25666e+07
20100514,-427100,62200,444400,267031,9.2504e+09,-3.64667e+09,-1.17351e+07
20100517,-436000,60900,446000,1977,9.24888e+09,-3.7548e+09,-1.15944e+07
20100518,-436500,61500,467000,177785,9.28397e+09,-3.80673e+09,-1.16952e+07
20100519,-466100,40300,507600,106938,9.30101e+09,-3.99799e+09,-1.29486e+07
20100520,-502800,26100,549100,632165,9.42044e+09,-4.16931e+09,-1.41005e+07
20100521,-537600,21800,573000,-284002,9.36962e+09,-4.45335e+09,-1.54673e+07
20100524,-562800,19300,591800,246526,9.4162e+09,-4.61622e+09,-1.63948e+07
20100525,-588500,15300,610800,-9975,9.41677e+09,-4.84303e+09,-1.71649e+07
20100526,-597300,11500,617700,25263,9.42294e+09,-4.88722e+09,-1.74961e+07
20100527,-597700,12100,611400,-670395,9.2965e+09,-5.06404e+09,-1.82084e+07
20100528,-592900,16100,600700,278021,9.34879e+09,-4.94857e+09,-1.76936e+07
20100601,-590800,20000,579400,420059,9.42728e+09,-4.79605e+09,-1.71466e+07
20100602,-563800,35600,535100,-934521,9.21414e+09,-4.65459e+09,-1.70528e+07
20100603,-500300,70900,440800,-32873,9.20502e+09,-4.17885e+09,-1.49126e+07
20100604,-494000,66100,440200,604918,9.32069e+09,-3.94745e+09,-1.40733e+07
20100607,-497600,59700,481100,253004,9.36931e+09,-3.91075e+09,-1.39274e+07
20100608,-490400,62600,477400,-104553,9.35445e+09,-3.85418e+09,-1.35978e+07
20100609,-510000,43100,506200,22565,9.35841e+09,-3.97595e+09,-1.39699e+07
20100610,-509800,44000,513000,-506518,9.26402e+09,-4.08859e+09,-1.43494e+07
20100611,-493300,52000,466900,-83173,9.24852e+09,-3.94604e+09,-1.38377e+07
20100614,-393700,107200,371400,33688,9.25737e+09,-3.06793e+09,-1.04758e+07
20100615,-222900,203900,228300,-135338,9.23059e+09,-1.89128e+09,-4.8943e+06
20100616,42700,343400,148600,24818,9.23479e+09,2.54887e+08,3.79301e+06
20100617,198100,423100,107800,57571,9.24616e+09,1.45129e+09,8.65584e+06
20100618,280100,464900,98200,-4916,9.24358e+09,2.36769e+09,1.07395e+07
20100621,313300,481600,87100,-54327,9.23319e+09,2.66783e+09,1.21665e+07
20100622,309600,453600,91800,-279611,9.18183e+09,2.55848e+09,1.17625e+07
20100623,289800,421500,114300,-21437,9.17659e+09,2.36939e+09,1.12494e+07
20100624,245900,334800,166900,-112105,9.15421e+09,2.00667e+09,9.60638e+06
20100625,219000,250500,189500,77759,9.17013e+09,1.79417e+09,8.85422e+06
20100628,96600,176800,268200,11607,9.17352e+09,8.33154e+08,5.30951e+06
20100629,-101500,108200,377900,116284,9.19437e+09,-6.03972e+08,-1.37396e+06
20100630,-281300,63700,473700,88885,9.20874e+09,-1.83585e+09,-7.15459e+06
20100701,-413400,47200,542900,30119,9.21349e+09,-2.88426e+09,-1.05335e+07
20100702,-496200,21200,587000,136684,9.23862e+09,-3.62373e+09,-1.39485e+07
20100706,-556600,10100,617900,-11380,9.23751e+09,-4.13916e+09,-1.58315e+07
20100707,-559100,14800,619700,-576336,9.13458e+09,-4.28893e+09,-1.65594e+07
20100708,-557600,25600,611700,-145455,9.10774e+09,-4.30061e+09,-1.65921e+07
20100709,-545900,46800,581100,-161227,9.07818e+09,-4.23736e+09,-1.63357e+07
20100712,-517700,67000,499800,56968,9.09104e+09,-4.04507e+09,-1.51646e+07
20100713,-413600,127800,321200,-288365,9.03694e+09,-3.33704e+09,-1.22722e+07
20100714,-253300,207500,242500,-7004,9.03341e+09,-2.01518e+09,-7.50917e+06
20100715,-71900,297700,158200,14474,9.03337e+09,-7.22433e+08,-2.0599e+06
20100716,7800,321700,130500,49660,9.03562e+09,1.21103e+08,-234804
20100719,53200,334600,111700,42047,9.04309e+09,6.221e+08,1.11832e+06
20100720,69600,332000,120700,-36648,9.04911e+09,8.60458e+08,1.74036e+06
20100721,47800,317500,143800,-26645,9.04026e+09,6.97204e+08,1.38494e+06
20100722,73800,301800,141500,51609,9.05565e+09,8.37138e+08,2.07191e+06
20100723,161100,349100,118400,72777,9.07161e+09,1.39234e+09,5.70805e+06
20100726,274300,435300,91500,128614,9.09745e+09,2.27213e+09,1.00808e+07
20100727,339600,481800,79900,-50818,9.08623e+09,2.77382e+09,1.14212e+07
20100728,394100,511300,69400,-86280,9.07002e+09,3.17632e+09,1.31508e+07
20100729,412200,517200,73900,-10895,9.06894e+09,3.29308e+09,1.37731e+07
20100730,412900,506000,78900,26480,9.07483e+09,3.38531e+09,1.37901e+07
20100802,410900,497500,90300,313431,9.13731e+09,3.4689e+09,1.3838e+07
20100803,395200,467700,98900,-108594,9.11799e+09,3.25234e+09,1.34068e+07
20100804,405100,465400,101100,108311,9.14024e+09,3.29474e+09,1.3888e+07
20100805,403600,472400,103000,-15868,9.13812e+09,3.35627e+09,1.38608e+07
20100806,417600,466400,91400,-71259,9.12402e+09,3.42468e+09,1.43914e+07
20100809,405900,448000,95600,129786,9.15015e+09,3.41779e+09,1.42965e+07
20100810,418300,448400,90900,-104508,9.12853e+09,3.49792e+09,1.4491e+07
20100811,355100,398500,122900,-422322,9.04705e+09,2.9446e+09,1.25647e+07
20100812,325500,316500,142800,-65840,9.03304e+09,2.69767e+09,1.16533e+07
20100813,156400,207900,231200,-27657,9.02836e+09,1.41814e+09,7.43322e+06
20100816,-98200,133600,370500,26118,9.03389e+09,-7.63988e+08,585550
20100817,-225700,98100,432200,-50428,9.02733e+09,-1.61778e+09,-3.57058e+06
20100818,-238200,91700,436700,-42738,9.01893e+09,-1.74153e+09,-3.81832e+06
20100819,-260600,89200,435900,122938,9.03827e+09,-1.81933e+09,-4.66216e+06
20100820,-282600,75400,434100,37390,9.04852e+09,-2.06872e+09,-5.38186e+06
20100823,-259100,91500,424300,78903,9.06303e+09,-1.79251e+09,-5.13036e+06
20100824,-315100,72800,454800,191708,9.09702e+09,-2.20186e+09,-7.61037e+06
20100825,-383500,49900,491500,-61854,9.08762e+09,-2.80974e+09,-1.02497e+07
20100826,-421800,45900,516100,97489,9.10318e+09,-3.28479e+09,-1.10847e+07
20100827,-441100,45300,522900,-267201,9.0557e+09,-3.46989e+09,-1.19802e+07
20100830,-455400,43600,529900,240293,9.09875e+09,-3.49945e+09,-1.23527e+07
20100831,-449400,44100,521900,35007,9.1059e+09,-3.45667e+09,-1.2195e+07
20100901,-436200,51900,476300,-469705,9.01864e+09,-3.50537e+09,-1.23116e+07
20100902,-380400,87700,388000,-170739,8.98697e+09,-3.09993e+09,-1.02348e+07
20100903,-250200,152700,283900,-113149,8.96226e+09,-2.01703e+09,-6.82163e+06
20100907,-111900,237700,184100,80291,8.97608e+09,-8.94836e+08,-1.31713e+06
20100908,185700,401700,80900,74419,8.99106e+09,1.52247e+09,7.44718e+06
20100909,277900,448500,65100,18814,8.9921e+09,2.08513e+09,9.94005e+06
20100910,319900,478900,60100,70354,9.00577e+09,2.35588e+09,1.12848e+07
20100913,344300,488200,60900,209089,9.04216e+09,2.59034e+09,1.2467e+07
20100914,374400,502700,45500,-31414,9.03661e+09,2.7653e+09,1.34351e+07
20100915,435800,536900,31600,39984,9.04591e+09,3.4245e+09,1.55418e+07
20100916,472000,549400,31300,-47336,9.03707e+09,3.63596e+09,1.66178e+07
20100917,531600,576900,18300,36949,9.04408e+09,4.19442e+09,1.76932e+07
20100920,547000,584100,17800,324445,9.10588e+09,4.45361e+09,1.86553e+07
20100921,571500,583400,14000,-84223,9.09187e+09,4.78141e+09,1.88783e+07
20100922,572600,567700,10300,-143722,9.06482e+09,4.78519e+09,1.89217e+07
20100923,578100,548800,10300,-180789,9.03211e+09,4.81756e+09,1.88742e+07
20100924,577900,540100,20100,481037,9.12221e+09,4.87854e+09,1.95127e+07
20100927,563500,506600,27400,-91315,9.10622e+09,4.73503e+09,1.90194e+07
20100928,540300,481500,41000,141694,9.13391e+09,4.58036e+09,1.83643e+07
20100929,527300,477100,46100,-32653,9.12554e+09,4.44943e+09,1.78437e+07
20100930,526200,481800,50000,-55137,9.11424e+09,4.5097e+09,1.76761e+07
20101001,507000,478500,55400,36376,9.12396e+09,4.40588e+09,1.73959e+07
20101004,494700,464100,59900,-138597,9.09482e+09,4.33136e+09,1.68996e+07
20101005,487700,445500,60500,367726,9.16752e+09,4.32926e+09,1.6982e+07
20101006,491000,437500,56100,-67598,9.15482e+09,4.33868e+09,1.70927e+07
20101007,500800,420000,44200,-25216,9.15104e+09,4.38494e+09,1.71041e+07
20101008,492100,431000,42600,118210,9.17045e+09,4.34566e+09,1.709e+07
20101011,481200,441300,42300,32084,9.17447e+09,4.33881e+09,1.72454e+07
20101012,476500,429300,41200,9251,9.17533e+09,4.33018e+09,1.71291e+07
20101013,482700,438600,43900,143459,9.20156e+09,4.36818e+09,1.73791e+07
20101014,480500,431500,46700,-58099,9.19132e+09,4.29485e+09,1.7429e+07
20101015,486300,441800,47800,65148,9.20258e+09,4.32715e+09,1.76349e+07
20101018,481400,454500,52100,93162,9.22255e+09,4.31709e+09,1.78878e+07
20101019,479100,429900,63200,-295618,9.16671e+09,4.20858e+09,1.75981e+07
20101020,457800,402300,73000,218439,9.20913e+09,4.05359e+09,1.73877e+07
20101021,437200,377400,90000,422,9.21152e+09,3.88004e+09,1.68978e+07
20101022,411500,371700,94800,63360,9.22504e+09,3.71586e+09,1.63422e+07
20101025,378200,365900,112000,67841,9.23818e+09,3.45802e+09,1.51529e+07
20101026,376400,388600,112300,-2017,9.23464e+09,3.48673e+09,1.50385e+07
20101027,369600,375100,113500,-29852,9.23071e+09,3.37912e+09,1.49119e+07
20101028,362900,360700,111900,-20046,9.22711e+09,3.37166e+09,1.46295e+07
20101029,335700,343000,125000,41703,9.23318e+09,3.19024e+09,1.36568e+07
20101101,293000,320400,146000,11064,9.23351e+09,2.76595e+09,1.23031e+07
20101102,281500,319600,140900,93185,9.25014e+09,2.48965e+09,1.19189e+07
20101103,272200,316800,143500,50485,9.26001e+09,2.31771e+09,1.17363e+07
20101104,290500,337500,120500,226005,9.29983e+09,2.56815e+09,1.22998e+07
20101105,325900,385000,99300,60239,9.3085e+09,2.89149e+09,1.32884e+07
20101108,368600,419900,82500,-46262,9.29833e+09,3.31884e+09,1.46901e+07
20101109,379900,434500,86100,-145387,9.27257e+09,3.36159e+09,1.44037e+07
20101110,390500,441900,85300,87382,9.29041e+09,3.44496e+09,1.46999e+07
20101111,378700,432700,96500,-9944,9.28883e+09,3.3905e+09,1.42126e+07
20101112,349000,386400,116500,-175219,9.25641e+09,3.22159e+09,1.33101e+07
20101115,310300,348600,135200,-24679,9.25153e+09,2.94971e+09,1.24466e+07
20101116,255100,299500,162800,-204910,9.21236e+09,2.44586e+09,1.05038e+07
20101117,192900,230300,198500,36439,9.21885e+09,2.00508e+09,8.42634e+06
20101118,132700,186400,232600,111183,9.24008e+09,1.51666e+09,6.88406e+06
20101119,108300,172100,241800,67567,9.25481e+09,1.22691e+09,5.97208e+06
20101122,86200,145200,250700,3609,9.25815e+09,9.97807e+08,5.33923e+06
20101123,68100,150100,240800,-60497,9.2458e+09,8.37139e+08,5.37261e+06
20101124,64800,151200,218400,118709,9.26869e+09,8.59737e+08,5.61867e+06
20101126,40800,148200,233400,-13008,9.26819e+09,5.93668e+08,4.92373e+06
20101129,6500,144400,248200,-36974,9.26015e+09,3.50923e+08,3.7817e+06
20101130,-26300,135900,259700,31351,9.26518e+09,1.02116e+07,2.72636e+06
20101201,1900,156700,250800,100038,9.28638e+09,2.61909e+08,3.73069e+06
20101202,-14100,164800,230100,5863,9.29123e+09,-3.62999e+07,3.70937e+06
20101203,32700,202700,171700,13613,9.2923e+09,3.66163e+08,4.77792e+06
20101206,93800,270700,121500,9030,9.29453e+09,8.67138e+08,6.75129e+06
20101207,252700,378800,66400,13299,9.29676e+09,2.08213e+09,1.11516e+07
20101208,292100,401000,51100,5191,9.29544e+09,2.44281e+09,1.23526e+07
20101209,318800,410400,40600,47427,9.30384e+09,2.73122e+09,1.33121e+07
20101210,381000,438700,28500,89693,9.32053e+09,3.49563e+09,1.44604e+07
20101213,388900,438800,23400,-20917,9.31678e+09,3.52326e+09,1.46559e+07
20101214,372000,441700,31000,-3955,9.31682e+09,3.32774e+09,1.41838e+07
20101215,384100,436500,36700,-76310,9.30542e+09,3.43561e+09,1.43986e+07
20101216,401500,437100,39800,131164,9.33191e+09,3.64321e+09,1.47359e+07
20101217,408300,422400,46000,55485,9.34426e+09,3.73955e+09,1.50187e+07
20101220,409200,416400,50500,30850,9.34971e+09,3.92168e+09,1.45703e+07
20101221,415800,415500,46000,115796,9.37373e+09,3.99241e+09,1.48007e+07
